LTV ,Age ,Type ,LGD
0.891014247778086 ,0.397164657497383 ,'residential' ,0.0326591659963510
0.701757642744255 ,209.388.493.582.599 ,'residential' ,0.435642576605783
0.720778469769978 ,279.481.898.116.790 ,'residential' ,0.00647657921656855
0.370129358572899 ,123.700.293.423.476 ,'residential' ,0.00794702867799123
0.364920059486936 ,258.183.297.579.579 ,'residential' ,0
0.795997487434306 ,159.573.991.289.612 ,'residential' ,0.145721689321027
0.602029095926066 ,115.989.612.816.063 ,'residential' ,0.0256876544013018
0.920046440363433 ,0.502530367470574 ,'investment' ,0.0631823195807135
0.767747620705098 ,121.500.542.582.479 ,'residential' ,0.289945992101209
0.802214015676903 ,283.112.931.926.304 ,'residential' ,0
0.600964833652370 ,0.935985950811042 ,'residential' ,0.109036062372974
0.622891667112228 ,0.0985637922858290 ,'residential' ,0
0.506364769087663 ,212.299.453.037.226 ,'residential' ,0.0272511097237439
0.741227017108475 ,0.160068456063544 ,'residential' ,0.894629996060805
0.501164064202867 ,155.271.481.355.572 ,'residential' ,0
0.697223875687083 ,102.066.049.343.200 ,'investment' ,0.657740642126528
0.221229037321887 ,544.189.780.756.373 ,'residential' ,0
0.727611109613995 ,203.593.819.366.070 ,'residential' ,0.0496607677841700
0.626250249055422 ,112.621.030.438.627 ,'residential' ,0.0724373382366539
0.643987351318953 ,0.515101537260519 ,'residential' ,0.0360059552287266
0.768903373089794 ,201.186.469.332.060 ,'residential' ,0
123.041.127.146.546 ,249.102.224.403.002 ,'residential' ,0
0.781029590634480 ,136.137.974.069.511 ,'investment' ,0.509710027755600
0.509296832179975 ,112.058.616.622.553 ,'residential' ,0.395485921974857
0.572316322104216 ,282.610.646.301.008 ,'residential' ,0
0.658201124885284 ,0.516208767099721 ,'residential' ,0.0231072728200753
0.716547591701558 ,0.834373813572942 ,'investment' ,0.0576749515003364
0.291669740881451 ,232.708.821.168.193 ,'residential' ,0
0.743189579669990 ,290.899.497.795.476 ,'residential' ,0.0172605215457309
0.687942531132512 ,0.789455440815136 ,'residential' ,0.0460623221757132
0.599688427413374 ,132.700.686.890.170 ,'residential' ,0.0144388946107097
0.642950802005693 ,247.141.530.452.320 ,'residential' ,0.0122697296385728
0.390821529778012 ,360.390.615.780.958 ,'residential' ,0
0.698042444352886 ,0.403081585807922 ,'residential' ,0.143346484484743
0.694112630518098 ,149.284.493.542.364 ,'residential' ,0.00149589988322291
0.839922067118474 ,0.386839510478294 ,'residential' ,0.0399439170143288
0.585444859517206 ,235.523.668.487.888 ,'residential' ,0
0.722227749067798 ,229.218.964.316.568 ,'residential' ,0
0.614858338219333 ,0.0338822722202460 ,'residential' ,0.894589949877990
0.723611584864248 ,101.309.602.274.439 ,'residential' ,0
0.695053254775119 ,0.188940923331979 ,'residential' ,0.0386874680234248
0.606852067272205 ,166.841.986.850.224 ,'residential' ,0.00267693421768094
0.704013435353602 ,208.176.185.990.557 ,'investment' ,0.277300925663407
137.244.390.283.372 ,217.029.903.603.230 ,'residential' ,0.0212303228191233
0.705381824628502 ,0.208214714291696 ,'residential' ,0.0749350745377956
0.789171084023957 ,0.478185935040712 ,'investment' ,0.0773237565436005
0.845858819460675 ,0.839311559039208 ,'residential' ,0.113584024280653
0.599659014205672 ,122.527.310.598.114 ,'residential' ,0.713735351813816
0.430550558291722 ,136.255.039.544.451 ,'residential' ,0
0.601082417843797 ,131.180.574.620.168 ,'residential' ,0.0378495722568934
0.827617891703360 ,0.125123644764645 ,'residential' ,0.0861938642251385
0.475516760204511 ,370.320.094.827.956 ,'residential' ,0
0.381036572914908 ,0.322697950192855 ,'residential' ,0.0427919206615534
0.287783165408814 ,131.605.233.537.369 ,'residential' ,0.0112461733469980
0.600469954829831 ,205.154.088.337.997 ,'residential' ,0.0509407660153439
0.674005237926458 ,0.118070435265223 ,'investment' ,0.794755104141946
0.850311609759368 ,0.507935726509106 ,'residential' ,0.828060445795675
0.879331275155595 ,285.691.647.196.166 ,'residential' ,0
0.752654993631955 ,0.361579290459604 ,'residential' ,0.0466925973943688
0.252912443443493 ,104.610.102.880.390 ,'residential' ,0.000646861873371710
0.711978828651274 ,427.941.028.020.214 ,'residential' ,0.0181071962885421
0.806018984182388 ,0.231366439459937 ,'investment' ,0.0182958378532694
0.770973080364768 ,123.655.414.685.135 ,'residential' ,0.0143450876352628
0.704817328150362 ,269.521.095.763.777 ,'residential' ,0
0.826202503225213 ,0.280028870002432 ,'residential' ,0.0428789932551782
0.318109771637771 ,222.470.930.725.386 ,'residential' ,0
0.776972488487343 ,0.337173129808261 ,'residential' ,0.00609064150621263
0.748058073505317 ,0.642149952607816 ,'residential' ,0.0165837735447142
0.951635703922189 ,0.507250601238822 ,'residential' ,0.717442061232072
0.827397577826105 ,0.408716163416735 ,'residential' ,0.0117443974634904
0.578168280948260 ,0.645829410304172 ,'residential' ,0.0842007901486930
0.704166704483960 ,218.536.955.710.064 ,'residential' ,0.00508702771736143
0.724288030119100 ,0.874034984723416 ,'residential' ,0
0.804873567902448 ,216.903.700.765.481 ,'residential' ,0.00904497462230064
0.661237088505855 ,206.668.319.760.800 ,'residential' ,0.339439554164634
0.863960175764955 ,120.307.829.809.181 ,'residential' ,0.526432457183559
0.844212612695050 ,0.373140232361264 ,'residential' ,0.444740061706954
0.468394390718838 ,0.778684566797656 ,'residential' ,0.634353951977718
0.718962539360068 ,0.262261964513168 ,'residential' ,0
0.786910244654707 ,0.372503500528138 ,'residential' ,0.0457446176298362
0.253716191108286 ,0.922358617776463 ,'residential' ,0.0220113603339473
0.803414680754185 ,0.771766669314724 ,'residential' ,0.357830341330060
0.781766972957789 ,117.888.734.748.584 ,'residential' ,0.0597152357931012
0.811914556238429 ,134.539.620.776.287 ,'investment' ,0.0699978625939084
0.361794194696100 ,123.393.617.869.737 ,'investment' ,0.00630893103041540
0.706480308435684 ,0.300976025757407 ,'investment' ,0.156713756070442
109.196.740.190.758 ,190.398.446.671.237 ,'residential' ,0
0.888330690689314 ,0.0805702646207857 ,'investment' ,0.612729410440876
0.706380318100495 ,129.184.723.935.325 ,'residential' ,0.00252561460137501
0.877584192119723 ,0.295663572956307 ,'residential' ,0.0185291966175991
0.828488868951614 ,0.390921814869115 ,'residential' ,0.0336597191726112
0.814054706429837 ,0.914917038429594 ,'residential' ,0.0493755540878379
0.860304629306340 ,0.304643291954065 ,'investment' ,0.237503450713912
0.866190231183675 ,0.604502858293359 ,'residential' ,0.00580434723957284
0.748434468947303 ,181.152.750.205.104 ,'residential' ,0.0782674763578769
0.288260202455823 ,0.320603048741847 ,'investment' ,0.0182416467327530
104.591.784.650.081 ,0.800114136931745 ,'residential' ,0.507609152569748
130.087.248.271.711 ,0.999572523870169 ,'investment' ,0.173721141059325
0.616048301311019 ,149.066.700.549.220 ,'residential' ,0.000706416861914958
0.774067143283716 ,0.707662663969948 ,'residential' ,0.124772766887468
0.732854333408042 ,0.932499249628436 ,'residential' ,0.0104727300909253
105.026.680.014.578 ,0.955867314001865 ,'investment' ,0.982869985940591
0.315541839051704 ,191.956.313.477.642 ,'residential' ,0
145.036.122.011.558 ,111.974.018.262.476 ,'residential' ,0.631061674070781
0.599561808142360 ,370.478.396.262.830 ,'residential' ,0.736258466801664
0.204839351711253 ,154.772.615.126.306 ,'residential' ,0.000846114805864514
0.319396673885356 ,243.442.651.444.295 ,'residential' ,0
0.685035857640039 ,0.508922180342809 ,'investment' ,0.484585490707542
0.940628854057208 ,0.0398447700806748 ,'investment' ,0.261370838551496
0.565738261857195 ,217.729.040.480.023 ,'residential' ,0
0.312972560457611 ,120.500.979.569.753 ,'residential' ,0
0.680280039869910 ,0.343734317104287 ,'residential' ,0.687161449857939
0.890602433824178 ,0.385450506474190 ,'residential' ,0.628617617720438
0.754038945891568 ,102.292.109.904.210 ,'residential' ,0.0134140037869578
0.854228012369359 ,227.407.790.068.029 ,'residential' ,0.0160975881388433
0.952106867690085 ,244.736.933.968.707 ,'residential' ,0.0231377163014755
0.756029957800326 ,0.520481994181215 ,'residential' ,0.0199802998204426
0.659153628941408 ,113.250.383.969.460 ,'residential' ,0.0125180893597717
0.717490473473584 ,0.322520922325615 ,'investment' ,0.0217524754932014
0.326787436583414 ,110.596.818.131.532 ,'investment' ,1
0.735987682025020 ,0.874476753376185 ,'residential' ,0.276631073976023
0.750995177308204 ,104.024.639.910.495 ,'residential' ,0.127049646529247
0.641329858173074 ,180.140.968.044.950 ,'residential' ,0.00490829373309274
0.869652554178487 ,137.310.826.612.393 ,'residential' ,0.00867467830699598
0.567659075882617 ,0.413934495781344 ,'residential' ,0.00101629003966063
0.668366350384707 ,0.224681512089692 ,'residential' ,0.0234109562922401
0.730348071815832 ,0.199928839224020 ,'residential' ,0
0.688208126265118 ,0.0199704090880813 ,'investment' ,0.0512684256890634
0.505186458399772 ,265.262.237.812.124 ,'residential' ,0
0.349861420299223 ,316.258.868.911.546 ,'residential' ,0
0.580555279542280 ,247.052.962.067.592 ,'residential' ,0
0.195147317526585 ,154.533.069.157.319 ,'residential' ,0.156650316794701
0.828655272104588 ,122.650.534.973.897 ,'residential' ,0.173932426380298
0.339850241923654 ,196.380.073.470.475 ,'residential' ,0.0261962973847852
